Record_ID,Date_Time,State,Sector,Consumption_MWh,Peak_Demand_MW,Generation_MWh,Electricity_Price_USD_per_MWh,Renewable_Share_Pct,Weather_Index,Peak_Flag
100519,2024-01-22 14:00:00,New York,Residential,838.25,982.74,920.58,67.6,55.26,49.25,No
103872,2024-06-10 07:00:00,California,Residential,1044.76,1026.65,1105.93,46.37,35.68,50.56,No
100033,2024-01-02 08:00:00,Texas,Industrial,1613.65,1715.21,1742.21,73.29,32.32,55.37,Yes
102993,2024-05-04 16:00:00,Florida,Commercial,922.06,844.87,1038.86,49.91,35.73,44.51,No
101158,2024-02-18 05:00:00,California,Residential,568.36,599.83,574.59,60.85,25.82,18.41,No
100745,2024-02-01 00:00:00,California,Residential,670.75,683.87,715.26,63.59,32.13,40.97,No
102654,2024-04-20 13:00:00,Texas,Commercial ,1059.96,1220.02,1122.37,63.81,36.67,11.04,No
102971,2024-05-03 18:00:00,New York,Industrial,1280.42,1358.99,1402.04,50.94,40.56,47.26,Yes
103195,2024-05-13 02:00:00,New York,Commercial,594.87,559.85,622.43,64.95,21.37,50.77,No
1000428,2024-01-18 19:00:00,California,Commercial,1077.373971,1022.79,1174.54,42.25,21.18,62.45,No
100784,2024-02-02 15:00:00,California,Residential,1051.53,1080.55,1164.55,43.41,18.36,37.27,No
104177,2024-06-23 00:00:00,Florida,Residential,547.7,583.41,560.51,50.46,42.32,37.81,No
103797,2024-06-07 04:00:00,California,Residential,582.28,583.85,645.07,57.32,28.49,72.31,No
100230,2024-01-10 13:00:00,Florida,Industrial,1318.28,1417.87,1512.2,63.23,31.63,37.46,Yes
100858,2024-02-05 17:00:00,New York,Residential,893.12,837.93,996.12,41.46,33.05,39.31,No
101546,2024-03-05 09:00:00,New York,Residential,760.94,881.03,807.77,52.46,31.49,57.89,No
102406,2024-04-10 05:00:00,Florida,Residential,540.4,572.87,570.16,74.72,20.91,26.94,No
100409,2024-01-18 00:00:00,New York,Commercial,592.02,640.25,679.4,62.85,28.37,84.14,No
100171,2024-01-08 02:00:00,Texas ,Commercial,922.59,988.76,986.87,52.86,39.88,66.07,No
100541,2024-01-23 12:00:00,New York,Residential,822.28,946.72,864.52,48.82,40.16,63.05,No
102253,2024-04-03 20:00:00,Texas ,Commercial,1282.8,1372.94,1441.46,69.96,34.71,55.96,Yes
102348,2024-04-07 19:00:00,New York,Industrial,1093.52,1202.57,1252.35,57.96,31.02,59.48,No
102616,2024-04-18 23:00:00,Texas,Commercial,923.8,928.19,1014.57,43.85,26.39,35.69,No
100614,2024-01-26 13:00:00,Texas,Commercial,1343.68,1342.84,1428.44,42.06,39.27,64.16,Yes
101540,2024-03-05 03:00:00,Florida,Industrial,846.04,862.87,960.31,66.07,24.79,60.48,No
101875,2024-03-19 02:00:00,Texas ,Commercial ,841.36,762.09,904.97,54.81,52.37,91.37,No
103502,2024-05-25 21:00:00,California,Commercial,923.63,991.7,1060.23,46.27,39.79,42.99,No
101162,2024-02-18 09:00:00,Texas,Commercial,1157.44,1206.57,1289.51,42.77,57.88,61.82,No
102101,2024-03-28 12:00:00,New York,Residential,829.9,833.53,939.99,51.26,39.83,77.63,No
103222,2024-05-14 05:00:00,Texas,Residential,782.55,869.42,880.55,48.34,39.98,38.41,No
101653,2024-03-09 20:00:00,California,Commercial,1006.33,1039.81,1116.94,58.78,30.68,42.71,No
102590,2024-04-17 21:00:00,Texas ,Residential,1137.2,1282.75,1168.95,54.7,23.19,49.89,No
101502,2024-03-03 13:00:00,New York,Residential,743.55,753.78,757.78,57.33,21.97,79.52,No
102241,2024-04-03 08:00:00,California,Commercial ,1090.89,1266.13,1208.24,53.95,33.77,73.14,No
100565,2024-01-24 12:00:00,New York,Industrial,1260.26,1192.04,1260.32,73.17,31.02,48.79,No
104485,2024-07-05 20:00:00,California,Commercial ,1076.82,981.45,1164.39,60.16,28.85,46.9,No
104287,2024-06-27 14:00:00,California,Industrial,1391.6,1533.11,1531.63,66.85,18.47,61.29,Yes
101860,2024-03-18 11:00:00,Texas ,Industrial,1589.18,1774.66,1599.2,54.61,23.24,33.14,Yes
101722,2024-03-12 17:00:00,Texas,Residential,1154.36,1074.81,1243.25,66.04,37.67,19.94,No
101426,2024-02-29 09:00:00,New York,Residential,897.52,989.69,941.25,59.68,30.68,39.38,No
101455,2024-03-01 14:00:00,Texas,Industrial,1484.52,1617.37,1616.75,59.46,32.58,66.27,Yes
104974,2024-07-26 05:00:00,Texas ,Residential,783.7,844.13,893.28,59.75,36.94,49.55,No
103541,2024-05-27 12:00:00,California,Industrial,1363.73,1559.65,1463.52,64.92,26.57,61.59,Yes
102629,2024-04-19 12:00:00,New York,Residential,1269.48,1223.39,1351.08,50.42,22.42,48.58,No
102437,2024-04-11 12:00:00,New York,Residential,820.59,796.74,861.53,61.46,27.4,48.36,No
103871,2024-06-10 06:00:00,New York,Industrial,659.43,747.95,672.55,41.59,39.5,49.63,No
102043,2024-03-26 02:00:00,Florida,Residential,754.64,782.63,771.27,50.73,46.43,42.46,No
101173,2024-02-18 20:00:00,Florida, Residential ,732.15,765.26,827.71,57.65,17.18,44.76,No
101472,2024-03-02 07:00:00,Texas ,Commercial ,1151.76,1267.25,1168.74,58.43,17.63,42.9,No
100326,2024-01-14 13:00:00,Texas ,Industrial,1398.82,1327.6,1478.32,62.44,44.64,46.94,No
101052,2024-02-13 19:00:00,Florida,Industrial,1221.3,1314.03,1315.7,51.56,15.54,50.6,No
103002,2024-05-05 01:00:00,California,Residential,541.16,533.96,6848.921358,36.18,25.89,67.97,No
103356,2024-05-19 19:00:00,Texas,Commercial,1195.33,1221.94,1267.89,56.19,14.56,53.65,No
102941,2024-05-02 12:00:00,California,Commercial,1019.32,1173.09,1133.51,67.36,41.57,39.52,No
103918,2024-06-12 05:00:00,California,Commercial ,750.59,856.82,774.87,43.13,30.68,73.99,No
104316,2024-06-28 19:00:00,Texas,Residential,1159.33,1219.89,1209.32,52.75,29.1,43.78,No
101197,2024-02-19 20:00:00,New York,Commercial,883.91,976.07,957.21,56.93,47.57,84.38,No
100621,2024-01-26 20:00:00,California,Residential,982.32,1128.87,1046.31,51.23,31.86,48.02,No
101418,2024-02-29 01:00:00,Texas,Industrial,1001.18,980.9,1040.5,56.71,19.22,51.08,No
102935,2024-05-02 06:00:00,Texas ,Commercial,967.95,1141.41,1094.91,60.28,38.6,55.66,No
101190,2024-02-19 13:00:00,Texas ,Residential,1149.96,1084.54,1258.67,58.26,35.12,52.57,No
100329,2024-01-14 16:00:00,New York,Commercial,834.05,910.2,898.77,62.71,39.03,30,No
100649,2024-01-28 00:00:00,California,Industrial,759.71,751.68,850.55,45.63,39.42,57.66,No
100898,2024-02-07 09:00:00,New York,Commercial,1024.35,972.74,1108.88,48.31,18.18,24.79,No
101619,2024-03-08 10:00:00,Florida,Industrial,1286.96,1321.76,1024.52,65.17,28.65,51.58,No
101124,2024-02-16 19:00:00,California,Industrial,1422.27,1283.21,1484.17,68.58,31.36,56.43,No
104847,2024-07-20 22:00:00,New York,Commercial ,685.87,734.53,767.88,63.12,30.19,28.98,No
104686,2024-07-14 05:00:00,New York,Commercial,561.55,578.74,576.88,42.37,32.77,53.7,No
103627,2024-05-31 02:00:00,Texas,Commercial,879.85,1013.85,886.24,62.61,16.72,21.83,No
102949,2024-05-02 20:00:00,New York,Industrial,1177.66,1061.75,1291.81,57.21,29.12,49.86,No
101989,2024-03-23 20:00:00,New York,Residential,785.76,739,787.1,57.07,36.65,22.84,No
101486,2024-03-02 21:00:00,New York,Industrial,1076.31,1108.29,1174.55,57.2,15.45,61.86,No
104619,2024-07-11 10:00:00,California,Residential,1055.25,1193.55,1102.14,55.62,16.38,58.97,No
102923,2024-05-01 18:00:00,California,Residential,895.21,991.65,1002.31,47.28,46.47,56.88,No
103917,2024-06-12 04:00:00,California,Industrial,1123.84,1080.42,1124.85,60.61,34.14,25.76,No
104217,2024-06-24 16:00:00,Texas,Industrial,1636.03,1679.56,1793.86,63.16,9.21,63.71,Yes
101024,2024-02-12 15:00:00,New York,Residential,865.95,989.18,931.53,59.49,28.37,3.79,No
102068,2024-03-27 03:00:00,California,Industrial,894.78,807.74,985.27,61.46,10.38,52.39,No
103389,2024-05-21 04:00:00,Texas,Industrial,1014.95,973.72,1045.5,45.78,40.31,75.77,No
104875,2024-07-22 02:00:00,California,Industrial,885.44,799.69,890.5,50.03,52.64,31.41,No
102847,2024-04-28 14:00:00,California,Commercial ,958.39,998.69,1086.11,58.12,38.99,50.73,No
101527,2024-03-04 14:00:00,California,Residential,933.93,879.35,1040.44,61.16,35.87,60.02,No
100810,2024-02-03 17:00:00,Texas,Commercial,1098.18,1084.47,1106,56.72,23.01,42.06,No
102906,2024-05-01 01:00:00,Texas,Industrial,1023.05,987.88,1045.79,64.48,26.78,68.79,No
100979,2024-02-10 18:00:00,New York,Industrial,1089.31,1114.51,1112.38,44.74,42.02,65,No
102139,2024-03-30 02:00:00,California,Residential,616.04,649,706.07,48.16,36.69,36.46,No
102742,2024-04-24 05:00:00,California,Residential,615.33,661.44,674.06,56.39,27.91,61.29,No
103824,2024-06-08 07:00:00,California,Residential,793.27,849.02,909.44,53.96,24.22,53.54,No
104734,2024-07-16 05:00:00,New York,Commercial ,570.95,523.2,643.98,47.16,50.3,39.95,No
101804,2024-03-16 03:00:00,California,Industrial,788.41,913.71,820.54,66.7,30.93,56.86,No
102448,2024-04-11 23:00:00,California,Commercial,814.14,752.21,929.73,45.66,23.02,22.94,No
101542,2024-03-05 05:00:00,Texas,Commercial ,844.68,869.7,854.04,69.9,20.26,6.91,No
101868,2024-03-18 19:00:00,Texas,Residential,1191.63,1311.61,1248.92,52.37,6.67,62.77,No
103758,2024-06-05 13:00:00,California,Commercial,1173.51,1117.19,1329.15,50.86,58.34,85.43,No
100175,2024-01-08 06:00:00,Florida,Commercial,554.1,616.37,625.58,45.57,36.84,73.92,No
101610,2024-03-08 01:00:00,Florida,Residential,742.69,706.48,773.47,48.37,47.35,32.96,No
104263,2024-06-26 14:00:00,New York,Residential,889.3,1003.36,915.16,69.71,41.97,21.49,No
102811,2024-04-27 02:00:00,California,Residential,652.2,717.52,736.6,52.96,22.38,47.54,No
104502,2024-07-06 13:00:00,California,Residential,955.95,918.79,1007.17,68.73,8.71,49.67,No
100218,2024-01-10 01:00:00,Texas ,Residential,801.03,911.28,803.14,53.95,17.99,63.74,No
103789,2024-06-06 20:00:00,Texas,Residential,1167.71,1200.95,1294.73,56.15,30.7,64.13,No
101445,2024-03-01 04:00:00,California,Industrial,897.46,823.89,910.18,59.34,11.45,36.04,No
100691,2024-01-29 18:00:00,California,Residential,1092.06,1202.94,1162.03,42.86,49.78,39.75,No
102628,2024-04-19 11:00:00,Texas ,Commercial,1250.97,1146.86,1422.35,52.23,57.7,46.63,No
102276,2024-04-04 19:00:00,Florida,Commercial ,1036.96,1044.02,1106.19,49.43,9.02,44.42,No
102281,2024-04-05 00:00:00,California,Industrial,803.18,754.76,860.18,65.65,12.83,38.29,No
101107,2024-02-16 02:00:00,New York,Industrial,771.41,768.25,865.82,53.97,30.4,48.48,No
104461,2024-07-04 20:00:00,New York,Residential,974.11,1037.31,1018.45,56.28,38.43,65.64,No
101967,2024-03-22 22:00:00,California,Commercial ,744.14,750.66,852.33,49.91,50.59,71.82,No
102252,2024-04-03 19:00:00,New York,Industrial,1140.45,1096.65,1279.14,69.73,28.27,38.47,No
100612,2024-01-26 11:00:00,California,Residential,1035.5,1122.2,1056.51,57.42,37.18,59.16,No
104908,2024-07-23 11:00:00,California,Residential,976.63,886.1,1035.18,67.97,23.31,23.48,No
103780,2024-06-06 11:00:00,New York,Commercial,955.95,871.19,1032.51,58.83,40.02,9.43,No
100577,2024-01-25 00:00:00,Texas,Residential,788.91,751.2,870.6,37.7,27.31,30.33,No
102104,2024-03-28 15:00:00,Texas ,Industrial,1632.18,1854.38,1788.63,57.35,20.91,40.49,Yes
104476,2024-07-05 11:00:00,New York,Commercial ,970.01,1143.82,981.48,70.04,33.1,50.58,No
101181,2024-02-19 04:00:00,New York,Industrial,777.6,886.43,854.15,61.91,26.2,64.13,No
100889,2024-02-07 00:00:00,Texas,Commercial ,905.15,820.48,1011.72,51.71,47.87,49.46,No
103188,2024-05-12 19:00:00,New York,Industrial,1049.7,1090.37,1056.3,50.27,44.48,41.66,No
102370,2024-04-08 17:00:00,Texas ,Industrial,1657.84,1620.74,1855.68,72.22,24.28,74.96,Yes
102715,2024-04-23 02:00:00,Texas,Residential,790.82,759.43,795,55.64,38.76,44.04,No
100818,2024-02-04 01:00:00,New York,Industrial,699.95,671.68,738.87,45.09,41.34,65.42,No
103339,2024-05-19 02:00:00,Florida,Industrial,761.09,768.46,844.48,45.47,31.8,62.72,No
102408,2024-04-10 07:00:00,California,Industrial,1390.1,1541.37,1439.51,52.82,25.2,57.65,Yes
100209,2024-01-09 16:00:00,Texas,Commercial ,1384.44,1529.35,1482.13,63.31,32.66,48.4,Yes
100294,2024-01-13 05:00:00,New York,Residential,510.47,480.24,536.63,52.41,50.68,41.81,No
101120,2024-02-16 15:00:00,Texas,Residential,1230.78,1289.02,1362.48,53.29,33.15,61.2,No
103650,2024-06-01 01:00:00,New York,Residential,442.95,519.23,478.07,54.25,33.09,64.44,No
104393,2024-07-02 00:00:00,Florida,Residential,696.42,700.31,781.72,54.27,33.09,49.55,No
101265,2024-02-22 16:00:00,Texas,Commercial ,1373.53,1413.81,1576.57,60.54,14.78,37.22,Yes
100991,2024-02-11 06:00:00,California,Residential,556.19,625.99,638.59,65.3,31.7,59.12,No
102317,2024-04-06 12:00:00,California,Residential,936.07,872.12,967.39,55.09,30.56,38.64,No
104236,2024-06-25 11:00:00,California,Commercial,1130.71,1235.89,1174.84,46.45,25.02,55.79,No
103795,2024-06-07 02:00:00,Texas,Commercial,828.29,901.95,878.16,62.11,44.07,66.84,No
100354,2024-01-15 17:00:00,Texas,Industrial,1558.36,1565.81,1635.86,50.28,32.51,49.57,Yes
103996,2024-06-15 11:00:00,New York,Industrial,1036.41,1219.98,1161.18,59.74,26.2,37.87,No
101878,2024-03-19 05:00:00,Florida,Residential,633.98,687.69,720.04,33.45,32.18,39.54,No
104952,2024-07-25 07:00:00,Texas,Residential,1301.65,1297.19,1466.6,66.92,31.95,57.08,No
101490,2024-03-03 01:00:00,New York,Residential,557.09,610.64,576.67,49.45,56.09,33.85,No
102604,2024-04-18 11:00:00,California,Industrial,1369.85,1327.87,1479.52,49.49,41.48,63.27,No
103106,2024-05-09 09:00:00,New York,Industrial,1182.23,1176.85,1213.29,45.78,29.73,74.77,No
101229,2024-02-21 04:00:00,New York,Commercial ,670.78,638,761.81,43.98,40.25,15.79,No
100260,2024-01-11 19:00:00,Texas,Commercial ,1262.97,1395.99,1427.41,56.03,59.72,37.14,Yes
104447,2024-07-04 06:00:00,California,Industrial,908.95,853.38,1025.02,62.59,26.01,46.37,No
101841,2024-03-17 16:00:00,New York,Industrial,999.56,1053.63,1073.21,47.3,39.97,58.03,No
104784,2024-07-18 07:00:00,California,Industrial,1262.48,1464.44,1338.11,62.59,15.92,34.08,Yes
101833,2024-03-17 08:00:00,Florida,Industrial,1226.52,1409.74,1343.86,55.09,28.21,40.72,Yes
104296,2024-06-27 23:00:00,California,Industrial,928.36,916.11,969.7,61.45,24.45,63.41,No
100053,2024-01-03 04:00:00,New York,Residential,555.77,604.45,621.67,50.76,2,44.54,No
102239,2024-04-03 06:00:00,Texas,Residential,845.17,958.02,965.96,65.58,24.43,61.46,No
101910,2024-03-20 13:00:00,Texas,Industrial,1611.68,1606.71,1792.05,64.72,40.7,44.64,Yes
104182,2024-06-23 05:00:00,Texas ,Commercial,763.83,883.88,827.18,50.88,31.12,36.27,No
103940,2024-06-13 03:00:00,New York,Commercial,640.49,615.07,724.13,55.09,31.96,63.98,No
102842,2024-04-28 09:00:00,Texas ,Commercial,1164.32,1357.73,1259.48,61.09,36.55,38.74,Yes
102388,2024-04-09 11:00:00,Florida,Industrial,1300.6,1249.72,1328.17,63.96,30.34,47.65,No
101480,2024-03-02 15:00:00,New York,Residential,779.33,778.63,802.11,53.77,18.49,57.45,No
101508,2024-03-03 19:00:00,Florida,Industrial,1116.27,1185.48,1225.35,50.37,31.02,61.85,No
101034,2024-02-13 01:00:00,Texas,Residential,714.87,794.18,719.88,56.24,47.96,39.13,No
101098,2024-02-15 17:00:00,California,Commercial ,1205.75,1290.93,1209.72,71.02,19.61,35.65,No
101470,2024-03-02 05:00:00,California,Residential,599.84,611.95,616.99,47.44,10.6,50.3,No
100544,2024-01-23 15:00:00,Texas ,Commercial ,1227.25,1332.89,1273.92,48.18,30.77,70.28,Yes
101047,2024-02-13 14:00:00,California,Residential,984.56,907.21,1124.95,72.5,18.74,72.67,No
103009,2024-05-05 08:00:00,Texas ,Residential,1009.7,1128.51,1097.31,48.1,20.15,28.29,No
101630,2024-03-08 21:00:00,New York,Residential,864.12,953.3,976.12,46.96,21.17,48.19,No
100031,2024-01-02 06:00:00,Florida,Residential,728.34,664.78,820.98,59.57,19.48,51.6,No
100726,2024-01-31 05:00:00,California,Residential,668.09,657.51,695.08,46.39,61.88,32.82,No
102479,2024-04-13 06:00:00,Texas,Commercial ,746.51,834.04,780.68,57.05,45.59,62.98,No
102943,2024-05-02 14:00:00,California,Industrial,1311.09,1482.82,1442.88,54.18,12,60.98,Yes
103976,2024-06-14 15:00:00,California,Industrial,955.95,1006.52,1234.8,55.09,37.92,58.27,No
101427,2024-02-29 10:00:00,Texas,Industrial,1573.17,1816.52,1772.87,70.17,35.23,68.05,Yes
102544,2024-04-15 23:00:00,Florida,Industrial,814.9,862.03,922.25,42.66,18.3,49.57,No
100437,2024-01-19 04:00:00,Texas,Residential,715.93,821.27,733.23,57.95,43.92,60.29,No
104017,2024-06-16 08:00:00,California,Residential,928.1,997.11,1006.3,56.9,40.4,50.1,No
100913,2024-02-08 00:00:00,Florida,Residential,628.72,632.68,681.51,65.38,21.59,52.05,No
104261,2024-06-26 12:00:00,Texas,Commercial,1285.52,1498.61,1437.91,50.13,21.58,45.52,Yes
104202,2024-06-24 01:00:00,California,Commercial,663.53,655.56,736.71,60.96,27.22,36.43,No
104553,2024-07-08 16:00:00,Texas,Residential,1223.19,1423.57,1300.28,61.04,11.1,41.91,Yes
103393,2024-05-21 08:00:00,California,Industrial,1441.52,1585.87,1491.91,74.07,37.03,54.11,Yes
102331,2024-04-07 02:00:00,California,Residential,637.94,620.47,723.27,51.61,28.52,76.93,No
104762,2024-07-17 09:00:00,New York,Residential,870.42,963.34,974.31,64.02,38.66,56.4,No
101239,2024-02-21 14:00:00,New York,Commercial ,926.28,853.07,1041.3,40.68,42.95,41.59,No
100904,2024-02-07 15:00:00,Florida,Commercial,1091.28,1243.82,1180.54,61.75,18.29,42.12,No
101865,2024-03-18 16:00:00,New York,Industrial,1205.66,1335.27,1295.82,51.35,31.02,44.35,Yes
103204,2024-05-13 11:00:00,California,Commercial,1117.89,1312.21,1163.32,54.01,28.62,41.88,No
101558,2024-03-05 21:00:00,New York,Residential,877.4,981.78,934.58,52.73,38.93,44.65,No
100508,2024-01-22 03:00:00,California,Commercial,612.35,657.65,619.83,51.77,36.82,57.05,No
103283,2024-05-16 18:00:00,California,Commercial ,7916.366386,1132.8,1196.23,69.65,14.96,54.7,No
100184,2024-01-08 15:00:00,California,Industrial,1415.54,1425.81,1491.01,60.38,34.64,48.88,Yes
101621,2024-03-08 12:00:00,New York,Residential,940.92,1033.52,997.55,67.43,27.48,33.66,No
101498,2024-03-03 09:00:00,New York,Residential,738.24,677.24,798.8,55.59,21.57,32,No
101895,2024-03-19 22:00:00,Florida,Industrial,814.4,751.25,870.83,44.4,51.81,64.42,No
100322,2024-01-14 09:00:00,Texas ,Commercial,1217.85,1263.64,1272.1,63.95,44.1,62.46,No
101840,2024-03-17 15:00:00,California,Industrial,1227.6,1352.82,1393.92,56.86,23.81,44.35,Yes
103427,2024-05-22 18:00:00,Florida,Residential,958.68,1025.71,1060.58,48.56,44.73,19.69,No
101823,2024-03-16 22:00:00,Florida,Industrial,757.16,759.47,840.95,55.46,25.16,26.35,No
102424,2024-04-10 23:00:00,New York,Residential,615.79,688.22,655.46,75.42,30.48,45.74,No
104845,2024-07-20 20:00:00,Texas,Residential,1064.94,1168.96,1116.57,55.55,40.23,67.83,No
104246,2024-06-25 21:00:00,New York,Industrial,1241.56,1336.97,1245.11,54.22,13.65,43.82,Yes
104654,2024-07-12 21:00:00,California,Residential,1036.86,1140.22,1128.96,50.06,20.03,49.3,No
101552,2024-03-05 15:00:00,Florida,Residential,1327.03,1522.07,1471.06,52.19,23.48,50.97,Yes
104478,2024-07-05 13:00:00,California,Commercial ,847.34,985.75,944.75,64.51,32.28,26.05,No
101147,2024-02-17 18:00:00,California,Industrial,1284.29,1396.7,1376.7,56.13,27.38,44.2,Yes
103623,2024-05-30 22:00:00,California,Industrial,815.96,865.64,881.67,59.76,22.26,69.27,No
100045,2024-01-02 20:00:00,California,Industrial,1391.75,1528.54,1544.73,52.83,21.58,42.18,Yes
101898,2024-03-20 01:00:00,California,Residential,678.76,760.61,690.78,42.81,19.79,50.38,No
101579,2024-03-06 18:00:00,Florida,Commercial,1057.84,1072.61,1158.42,47.67,40.78,14.86,No
103974,2024-06-14 13:00:00,Texas ,Residential,1131.52,1107.63,1268.75,58.9,33.35,45.97,No
101379,2024-02-27 10:00:00,California,Industrial,1165.92,1371.47,1321.06,67.95,19.22,49.55,Yes
102560,2024-04-16 15:00:00,Florida,Commercial ,1159.05,1203.54,1201.35,53.64,32.82,59.54,No
104609,2024-07-11 00:00:00,New York,Residential,474.18,440.32,510.99,67.81,17.1,61.16,No
100414,2024-01-18 05:00:00,Florida,Residential,567.89,580.33,646.1,52.73,28.29,18.46,No
103231,2024-05-14 14:00:00,Florida,Residential,847.54,935.13,910.41,56.87,27.04,58.37,No
101408,2024-02-28 15:00:00,California,Commercial,1126.73,1240.37,1279.33,57.06,29.27,57.66,No
104629,2024-07-11 20:00:00,Florida,Residential,998.88,1129.34,1141.53,47.97,39.42,40.18,No
100802,2024-02-03 09:00:00,Texas,Residential,1006.8,982.47,1087.71,66.91,29.28,63.14,No
101289,2024-02-23 16:00:00,Texas,Industrial,1619.2,1485.12,1670,71.33,30.47,63.42,Yes
101559,2024-03-05 22:00:00,California,Residential,722.31,683.77,740.65,58.1,17.63,60.4,No
102224,2024-04-02 15:00:00,California,Commercial,998,964.29,1102.4,51.49,25.78,57.26,No
102487,2024-04-13 14:00:00,New York,Commercial,770.16,776.14,788.51,49.91,28.51,58.94,No
104667,2024-07-13 10:00:00,Texas,Residential,1079.67,1052.87,1154.7,46.13,26.61,49.55,No
102362,2024-04-08 09:00:00,New York,Commercial,1024.17,1066.16,1086.86,43.28,28.7,36.1,No
100257,2024-01-11 16:00:00,New York,Residential,885.84,917.13,970.03,53.5,33.1,32.37,No
104047,2024-06-17 14:00:00,California,Commercial,1140.02,1225.21,1243.16,471.8835584,18.76,59.99,No
102652,2024-04-20 11:00:00,New York,Residential,677.44,632.73,696.95,57.88,24.28,45.41,No
101152,2024-02-17 23:00:00,California,Industrial,714.63,738.9,797.41,60.26,26.68,19.62,No
102345,2024-04-07 16:00:00,New York,Industrial,1157.9,1355.75,1242.76,55.32,14.96,55.29,Yes
100648,2024-01-27 23:00:00,Texas ,Residential,762.14,892.68,826.79,53.02,12.84,60.66,No
103481,2024-05-25 00:00:00,Texas,Residential,716.65,646.96,716.99,55.09,48.76,31.92,No
102895,2024-04-30 14:00:00,Texas,Industrial,1680.45,1593.97,1788.8,47.44,26.22,72.57,Yes
102665,2024-04-21 00:00:00,Florida,Commercial,755.64,876.2,772.09,56.35,32.56,36.04,No
102586,2024-04-17 17:00:00,Florida,Residential,954.66,1043.96,998.78,65.32,9.54,55.93,No
102196,2024-04-01 11:00:00,New York,Industrial,1299.94,1305.98,1478.15,46.08,21.08,69.01,No
103837,2024-06-08 20:00:00,New York,Industrial,1030.38,1177.68,1111.68,48.4,27.53,42.95,No
101316,2024-02-24 19:00:00,Florida,Industrial,1222.15,1140.62,1268.86,50.96,27.89,69.95,No
101089,2024-02-15 08:00:00,New York,Residential,973.09,1133.71,1013.23,49.53,19.46,40.94,No
104518,2024-07-07 05:00:00,New York,Residential,515.79,470.02,567.17,63.51,30.85,36.53,No
104855,2024-07-21 06:00:00,Florida,Commercial ,493,561.18,542.03,43.31,40.97,63.27,No
102283,2024-04-05 02:00:00,New York,Residential,621.23,617.54,704.55,52.87,28.4,52.02,No
101351,2024-02-26 06:00:00,California,Residential,601.94,582.68,610.5,55.94,21.83,70.03,No
103971,2024-06-14 10:00:00,New York,Residential,982.92,1036.31,1072.46,62.93,33.97,57.23,No
100113,2024-01-05 16:00:00,New York,Industrial,1188.62,1193.7,1268.69,45.08,35.16,71.6,No
103193,2024-05-13 00:00:00,New York,Commercial,629.68,628.66,685.06,51.91,23.59,46.04,No
100264,2024-01-11 23:00:00,Florida,Residential,621.77,665.11,689.98,49.18,39.06,35.27,No
101394,2024-02-28 01:00:00,Florida,Residential,649.66,732.66,739.1,57.04,20.81,21.64,No
102996,2024-05-04 19:00:00,California,Commercial,987.67,1082.11,1019.01,58.83,61.07,13.14,No
101187,2024-02-19 10:00:00,Texas ,Commercial ,1444.81,1673.03,1621.23,50.53,20.22,11.74,Yes
102396,2024-04-09 19:00:00,California,Residential,979.87,972.96,1014.49,58.4,21.99,73.94,No
100057,2024-01-03 08:00:00,Texas,Commercial,1309.82,1370.06,1024.52,60.87,9.73,59.36,Yes
101310,2024-02-24 13:00:00,California,Commercial ,1027.83,949.62,1070.89,66.92,42.4,51.3,No
100696,2024-01-29 23:00:00,Florida,Commercial,675.93,614.56,745.5,62.83,34.39,61.86,No
104242,2024-06-25 17:00:00,New York,Residential,801.93,866.69,892.52,52.86,33.55,42.14,No
102037,2024-03-25 20:00:00,Texas,Commercial,1332.78,1220.17,1436.21,68.41,16.72,104.04,No
101789,2024-03-15 12:00:00,Texas,Commercial ,1311.32,1442.31,1411.12,57.84,37.76,65.01,Yes
102727,2024-04-23 14:00:00,Texas,Residential,1271.99,1350.34,1418.73,57.17,34.93,49.39,Yes
102433,2024-04-11 08:00:00,New York,Residential,997.21,1040.47,1043.28,60.83,19.98,73.37,No
100320,2024-01-14 07:00:00,California,Industrial,1114.58,1183.25,1275.52,48.25,41.15,25.86,No
102330,2024-04-07 01:00:00,Texas,Industrial,884.83,878.31,982.71,48.9,47.19,66.32,No
101590,2024-03-07 05:00:00,Texas ,Commercial ,878.48,1021.4,915.93,59.17,21.96,42.56,No
100683,2024-01-29 10:00:00,Texas,Industrial,1519.75,1611.5,1702.47,47.97,34.31,50.86,Yes
103065,2024-05-07 16:00:00,Florida,Industrial,1318.81,1307.85,1350.19,61.88,16.52,32.33,No
103275,2024-05-16 10:00:00,California,Industrial,1407.97,1476.42,1466.12,61.94,22.54,54.05,Yes
100480,2024-01-20 23:00:00,Florida,Commercial,621.14,674.25,683.36,42.66,42.97,50.98,No
104721,2024-07-15 16:00:00,California,Residential,966.07,995.5,1083.43,56.48,41.32,58.21,No
102909,2024-05-01 04:00:00,California,Commercial,681.63,789.32,728.54,60.32,39.38,31.48,No
100287,2024-01-12 22:00:00,New York,Industrial,820.81,938.99,914.19,46.54,23.29,73.15,No
104960,2024-07-25 15:00:00,Texas ,Residential,1096.5,1264.13,1195.76,61.08,26.84,61.5,No
104425,2024-07-03 08:00:00,California,Industrial,1426.73,1530.07,1505.09,55.5,19.75,48.84,Yes
102459,2024-04-12 10:00:00,New York,Residential,850.52,933.49,949.33,48.66,55.33,64.81,No
104060,2024-06-18 03:00:00,New York,Residential,642.63,585.93,647.97,61.37,31.41,47.77,No
